Datum1 sensor1 Datum2 sensor2 YYYYMMDD precipitation
"2021-07-19 12:25:10" 29.3    
"2021-07-19 13:25:08" 29    
"2021-07-19 14:25:08" 28.6    
"2021-07-19 15:25:08" 28.4    
"2021-07-19 16:25:08" 28.1    
"2021-07-19 17:25:08" 27.8    
"2021-07-19 18:25:07" 27.6    
"2021-07-19 19:25:07" 27.3    
"2021-07-19 20:25:07" 27.1    
"2021-07-19 21:25:06" 26.8    
"2021-07-19 22:25:06" 26.5    
"2021-07-19 23:25:06" 26.2    
"2021-07-20 00:25:06" 25.9    
"2021-07-20 01:25:05" 25.5    
"2021-07-20 02:25:05" 25.1    
"2021-07-20 03:25:04" 24.6    
"2021-07-20 04:25:04" 24.2    
"2021-07-20 05:25:02" 23.8    
"2021-07-20 06:25:03" 23.5    
"2021-07-20 07:25:02" 23.1    
"2021-07-20 08:25:02" 22.7    
"2021-07-20 09:25:02" 22.4    
"2021-07-20 10:25:01" 22    
"2021-07-20 11:25:01" 21.6    
"2021-07-20 12:25:01" 21.3    
"2021-07-20 13:25:01" 20.9    
"2021-07-20 14:25:01" 20.5    
"2021-07-20 15:24:59" 20.3    
"2021-07-20 16:24:59" 20    
"2021-07-20 17:24:59" 19.8    
"2021-07-20 18:24:59" 19.6    
"2021-07-20 19:24:59" 19.4    
"2021-07-20 20:24:58" 19.3    
"2021-07-20 21:24:57" 19.1    
"2021-07-20 22:24:57" 19    
"2021-07-20 23:24:57" 18.8    
"2021-07-21 00:24:56" 18.6    
"2021-07-21 01:24:56" 18.3    
"2021-07-21 02:24:56" 18    
"2021-07-21 03:24:56" 17.7    
"2021-07-21 04:24:56" 17.4    
"2021-07-21 05:24:55" 17.1    
"2021-07-21 06:24:54" 16.7    
"2021-07-21 07:24:54" 16.4    
"2021-07-21 08:24:54" 16.1    
"2021-07-21 09:24:53" 15.8    
"2021-07-21 10:24:53" 15.5    
"2021-07-21 11:24:53" 15.2    
"2021-07-21 12:24:51" 14.9    
"2021-07-21 13:24:51" 14.7    
"2021-07-21 14:24:51" 14.5    
"2021-07-21 15:24:51" 14.3    
"2021-07-21 16:24:51" 14.2    
"2021-07-21 17:24:50" 14.1    
"2021-07-21 18:24:50" 14.1    
"2021-07-21 19:24:50" 14    
"2021-07-21 20:24:49" 13.9    
"2021-07-21 21:24:49" 13.9    
"2021-07-21 22:24:48" 13.8    
"2021-07-21 23:24:48" 13.8    
"2021-07-22 00:24:48" 13.7    
"2021-07-22 01:24:47" 13.5    
"2021-07-22 02:24:47" 13.4    
"2021-07-22 03:24:47" 13.3    
"2021-07-22 04:24:47" 13.1    
"2021-07-22 05:24:47" 13    
"2021-07-22 06:24:45" 12.8    
"2021-07-22 07:24:45" 12.7    
"2021-07-22 08:24:45" 12.5    
"2021-07-22 09:24:44" 12.3    
"2021-07-22 10:24:44" 12.2    
"2021-07-22 11:24:44" 12.1    
"2021-07-22 12:24:44" 11.9    
"2021-07-22 13:24:44" 11.7    
"2021-07-22 14:24:43" 11.6    
"2021-07-22 15:24:42" 11.4    
"2021-07-22 16:24:42" 11.3    
"2021-07-22 17:24:42" 11.2    
"2021-07-22 18:24:41" 11.2    
"2021-07-22 19:24:41" 11.2    
"2021-07-22 20:24:41" 11.2    
"2021-07-22 21:24:41" 11.2    
"2021-07-22 22:24:39" 11.1    
"2021-07-22 23:24:39" 11.1    
"2021-07-23 00:24:39" 11    
"2021-07-23 01:24:39" 10.9    
"2021-07-23 02:24:39" 10.8    
"2021-07-23 03:24:37" 10.7    
"2021-07-23 04:24:37" 10.6    
"2021-07-23 05:24:37" 10.5    
"2021-07-23 06:24:37" 10.4    
"2021-07-23 07:24:36" 10.4    
"2021-07-23 08:24:36" 10.3    
"2021-07-23 09:24:35" 10.3    
"2021-07-23 10:24:36" 10.2    
"2021-07-23 11:24:35" 10.2    
"2021-07-23 12:24:35" 10.1    
"2021-07-23 13:24:35" 10.1    
"2021-07-23 14:24:35" 10    
"2021-07-23 15:24:33" 10    
"2021-07-23 16:24:33" 10    
"2021-07-23 17:24:33" 9.9    
"2021-07-23 18:24:32" 9.9    
"2021-07-23 19:24:32" 9.9    
"2021-07-23 20:24:31" 9.9    
"2021-07-23 21:24:31" 9.9    
"2021-07-23 22:24:31" 9.9    
"2021-07-23 23:24:31" 9.9    
"2021-07-24 00:24:30" 9.9    
"2021-07-24 01:24:30" 9.9    
"2021-07-24 02:24:30" 9.8    
"2021-07-24 03:24:30" 9.8    
"2021-07-24 04:24:29" 9.8    
"2021-07-24 05:24:29" 9.7    
"2021-07-24 06:24:29" 9.7    
"2021-07-24 07:24:28" 9.6    
"2021-07-24 08:24:28" 9.6    
"2021-07-24 09:24:27" 9.5    
"2021-07-24 10:24:27" 9.5    
"2021-07-24 11:24:27" 9.4    
"2021-07-24 12:24:26" 9.3    
"2021-07-24 13:24:26" 9.2    
"2021-07-24 14:24:26" 9.2    
"2021-07-24 15:24:24" 9.2    
"2021-07-24 16:24:24" 9.2    
"2021-07-24 17:24:24" 9.2    
"2021-07-24 18:24:24" 9.2    
"2021-07-24 19:24:24" 9.3    
"2021-07-24 20:24:23" 9.3    
"2021-07-24 21:24:23" 9.3    
"2021-07-24 22:24:22" 9.4    
"2021-07-24 23:24:22" 9.4    
"2021-07-25 00:24:22" 9.5    
"2021-07-25 01:24:21" 9.5    
"2021-07-25 02:24:21" 9.6    
"2021-07-25 03:24:21" 9.8    
"2021-07-25 04:24:21" 10    
"2021-07-25 05:24:19" 10.6    
"2021-07-25 06:24:19" 11.6    
"2021-07-25 07:24:19" 12.6    
"2021-07-25 08:24:19" 13.3    
"2021-07-25 09:24:18" 13.9    
"2021-07-25 10:24:18" 14.3    
"2021-07-25 11:24:18" 14.7    
"2021-07-25 12:24:18" 14.9    
"2021-07-25 13:24:15" 15.2    
"2021-07-25 14:24:15" 15.4    
"2021-07-25 15:24:15" 15.7    
"2021-07-25 16:24:15" 16    
"2021-07-25 17:24:15" 16.3    
"2021-07-25 18:24:14" 16.5    
"2021-07-25 19:24:14" 16.7    
"2021-07-25 20:24:14" 16.9    
"2021-07-25 21:24:13" 17    
"2021-07-25 22:24:13" 17.1    
"2021-07-25 23:24:13" 17.1    
"2021-07-26 00:24:12" 17.1    
"2021-07-26 01:24:12" 17    
"2021-07-26 02:24:12" 17    
"2021-07-26 03:24:12" 16.9    
"2021-07-26 04:24:12" 16.7    
"2021-07-26 05:24:12" 16.6    
"2021-07-26 06:24:11" 16.4    
"2021-07-26 07:24:11" 16.2    
"2021-07-26 08:24:10" 16    
"2021-07-26 09:24:09" 15.8    
"2021-07-26 10:24:09" 15.6    
"2021-07-26 11:24:09" 15.4    
"2021-07-26 12:24:08" 15.2    
"2021-07-26 13:24:08" 15.1    
"2021-07-26 14:24:08" 15    
"2021-07-26 15:24:07" 15    
"2021-07-26 16:24:07" 15    
"2021-07-26 17:24:07" 15    
"2021-07-26 18:24:07" 15.1    
"2021-07-26 19:24:05" 15.1    
"2021-07-26 20:24:05" 15.2    
"2021-07-26 21:24:05" 15.2    
"2021-07-26 22:24:04" 15.2    
"2021-07-26 23:24:04" 15    
"2021-07-27 00:24:04" 14.9    
"2021-07-27 01:24:04" 14.8    
"2021-07-27 02:24:04" 14.6    
"2021-07-27 03:24:03" 14.5    
"2021-07-27 04:24:02" 14.3    
"2021-07-27 05:24:02" 14.1    
"2021-07-27 06:24:02" 14    
"2021-07-27 07:24:02" 13.8    
"2021-07-27 08:24:01" 13.7    
"2021-07-27 09:24:01" 13.6    
"2021-07-27 10:24:00" 13.5    
"2021-07-27 11:24:00" 13.3    
"2021-07-27 12:24:00" 13.2    
"2021-07-27 13:23:59" 13    
"2021-07-27 14:23:58" 12.9    
"2021-07-27 15:23:58" 12.8    
"2021-07-27 16:23:58" 12.9    
"2021-07-27 17:23:57" 12.9    
"2021-07-27 18:23:56" 12.9    
"2021-07-27 19:23:56" 12.9    
"2021-07-27 20:23:56" 13    
"2021-07-27 21:23:56" 13    
"2021-07-27 22:23:56" 13    
"2021-07-27 23:23:55" 13    
"2021-07-28 00:23:55" 13.1    
"2021-07-28 01:23:55" 13.1    
"2021-07-28 02:23:54" 13    
"2021-07-28 03:23:54" 13    
"2021-07-28 04:23:53" 13    
"2021-07-28 05:23:53" 12.9    
"2021-07-28 06:23:53" 12.8    
"2021-07-28 07:23:52" 12.7    
"2021-07-28 08:23:52" 12.6    
"2021-07-28 09:23:52" 12.5    
"2021-07-28 10:23:51" 12.4    
"2021-07-28 11:23:51" 12.3    
"2021-07-28 12:23:51" 12.2    
"2021-07-28 13:23:49" 12.1    
"2021-07-28 14:23:49" 12.1    
"2021-07-28 15:23:48" 12.1    
"2021-07-28 16:23:48" 12.1    
"2021-07-28 17:23:48" 12    
"2021-07-28 18:23:48" 12.1    
"2021-07-28 19:23:48" 12.2    
"2021-07-28 20:23:48" 12.2    
"2021-07-28 21:23:47" 12.2    
"2021-07-28 22:23:47" 12.2    
"2021-07-28 23:23:46" 12.2    
"2021-07-29 00:23:46" 12.2    
"2021-07-29 01:23:46" 12.2    
"2021-07-29 02:23:46" 12.1    
"2021-07-29 03:23:45" 12.1    
"2021-07-29 04:23:45" 12    
"2021-07-29 05:23:44" 11.9    
"2021-07-29 06:23:44" 11.8    
"2021-07-29 07:23:44" 11.8    
"2021-07-29 08:23:43" 11.7    
"2021-07-29 09:23:43" 11.6    
"2021-07-29 10:23:43" 11.6    
"2021-07-29 11:23:42" 11.5    
"2021-07-29 12:23:42" 11.3    
"2021-07-29 13:23:42" 11.3    
"2021-07-29 14:23:42" 11.2    
"2021-07-29 15:23:40" 11.2    
"2021-07-29 16:23:40" 11.1    
"2021-07-29 17:23:40" 11.1    
"2021-07-29 18:23:40" 11.1    
"2021-07-29 19:23:39" 11.1    
"2021-07-29 20:23:39" 11.2    
"2021-07-29 21:23:39" 11.2    
"2021-07-29 22:23:38" 11.2    
"2021-07-29 23:23:38" 11.2    
"2021-07-30 00:23:37" 11.2    
"2021-07-30 01:23:37" 11.2    
"2021-07-30 02:23:37" 11.1    
"2021-07-30 03:23:36" 11.1    
"2021-07-30 04:23:36" 11    
"2021-07-30 05:23:36" 10.9    
"2021-07-30 06:23:36" 10.8    
"2021-07-30 07:23:35" 10.8    
"2021-07-30 08:23:34" 10.7    
"2021-07-30 09:23:34" 10.6    
"2021-07-30 10:23:34" 10.6    
"2021-07-30 11:23:34" 10.5    
"2021-07-30 12:23:33" 10.4    
"2021-07-30 13:23:33" 10.4    
"2021-07-30 14:23:33" 10.4    
"2021-07-30 15:23:32" 10.4    
"2021-07-30 16:23:31" 10.4    
"2021-07-30 17:23:31" 10.4    
"2021-07-30 18:23:30" 10.5    
"2021-07-30 19:23:30" 10.5    
"2021-07-30 20:23:30" 10.6    
"2021-07-30 21:23:30" 10.7    
"2021-07-30 22:23:30" 10.8    
"2021-07-30 23:23:28" 10.9    
"2021-07-31 00:23:28" 10.9    
"2021-07-31 01:23:28" 11    
"2021-07-31 02:23:28" 11    
"2021-07-31 03:23:28" 11    
"2021-07-31 04:23:28" 10.9    
"2021-07-31 05:23:27" 10.9    
"2021-07-31 06:23:27" 10.9    
"2021-07-31 07:23:26" 10.9    
"2021-07-31 08:23:26" 10.8    
"2021-07-31 09:23:26" 10.8    
"2021-07-31 10:23:24" 10.8    
"2021-07-31 11:23:24" 10.8    
"2021-07-31 12:23:24" 10.8    
"2021-07-31 13:23:24" 10.9    
"2021-07-31 14:23:24" 10.9    
"2021-07-31 15:23:22" 11    
"2021-07-31 16:23:22" 11.2    
"2021-07-31 17:23:22" 11.3    
"2021-07-31 18:23:22" 11.5    
"2021-07-31 19:23:22" 11.6    
"2021-07-31 20:23:21" 11.8    
"2021-07-31 21:23:21" 11.9    
"2021-07-31 22:23:21" 12    
"2021-07-31 23:23:21" 12    
"2021-08-01 00:23:19" 12.1    
"2021-08-01 01:23:19" 12    
"2021-08-01 02:23:19" 12    
"2021-08-01 03:23:19" 12    
"2021-08-01 04:23:19" 11.9    
"2021-08-01 05:23:18" 11.9    
"2021-08-01 06:23:18" 11.8    
"2021-08-01 07:23:18" 11.8    
"2021-08-01 08:23:16" 11.7    
"2021-08-01 09:23:16" 11.6    
"2021-08-01 10:23:16" 11.6    
"2021-08-01 11:23:16" 11.6    
"2021-08-01 12:23:15" 11.6    
"2021-08-01 13:23:15" 11.7    
"2021-08-01 14:23:15" 11.8    
"2021-08-01 15:23:15" 11.9    
"2021-08-01 16:23:14" 12    
"2021-08-01 17:23:13" 12.3    
"2021-08-01 18:23:13" 12.9    
"2021-08-01 19:23:13" 13    
"2021-08-01 20:23:13" 12.6    
"2021-08-01 21:23:11" 13.1    
"2021-08-01 22:23:11" 13    
"2021-08-01 23:23:11" 13.2    
"2021-08-02 00:23:11" 12.8    
"2021-08-02 01:23:11" 12.6    
"2021-08-02 02:23:10" 12.5    
"2021-08-02 03:23:10" 12.3    
"2021-08-02 04:23:10" 12.2    
"2021-08-02 05:23:09" 12.2    
"2021-08-02 06:23:09" 12    
"2021-08-02 07:23:09" 11.9    
"2021-08-02 08:23:08" 11.8    
"2021-08-02 09:23:08" 11.7    
"2021-08-02 10:23:06" 11.6    
"2021-08-02 11:23:06" 11.4    
"2021-08-02 12:23:06" 11.3    
"2021-08-02 13:23:06" 11.3    
"2021-08-02 14:23:06" 11.2    
"2021-08-02 15:23:05" 11.2    
"2021-08-02 16:23:05" 11.2    
"2021-08-02 17:23:05" 11.2    
"2021-08-02 18:23:05" 11.2    
"2021-08-02 19:23:05" 11.3    
"2021-08-02 20:23:04" 11.3    
"2021-08-02 21:23:04" 11.4    
"2021-08-02 22:23:03" 11.4    
"2021-08-02 23:23:03" 11.4    
"2021-08-03 00:23:03" 11.4    
"2021-08-03 01:23:03" 11.3    
"2021-08-03 02:23:02" 11.3    
"2021-08-03 03:23:00" 11.2    
"2021-08-03 04:23:00" 11.1    
"2021-08-03 05:23:00" 11    
"2021-08-03 06:23:01" 10.9    
"2021-08-03 07:23:00" 10.9    
"2021-08-03 08:23:00" 10.7    
"2021-08-03 09:23:00" 10.7    
"2021-08-03 10:22:58" 10.6    
"2021-08-03 11:22:58" 10.5    
"2021-08-03 12:22:58" 10.4    
"2021-08-03 13:22:58" 10.4    
"2021-08-03 14:22:57" 10.4    
"2021-08-03 15:22:57" 10.4    
"2021-08-03 16:22:57" 10.4    
"2021-08-03 17:22:56" 10.4    
"2021-08-03 18:22:56" 10.5    
"2021-08-03 19:22:56" 10.5    
"2021-08-03 20:22:55" 10.5    
"2021-08-03 21:22:55" 10.6    
"2021-08-03 22:22:55" 10.8    
"2021-08-03 23:22:55" 10.7    
"2021-08-04 00:22:55" 10.7    
"2021-08-04 01:22:54" 10.7    
"2021-08-04 02:22:53" 10.7    
"2021-08-04 03:22:52" 10.6    
"2021-08-04 04:22:52" 10.6    
"2021-08-04 05:22:52" 10.6    
"2021-08-04 06:22:52" 10.5    
"2021-08-04 07:22:50" 10.7    
"2021-08-04 08:22:50" 10.4    
"2021-08-04 09:22:50" 10.3    
"2021-08-04 10:22:50" 10.2    
"2021-08-04 11:22:50" 10.2    
"2021-08-04 12:22:50" 9.9    
"2021-08-04 13:22:49" 9.8    
"2021-08-04 14:22:49" 10.2    
"2021-08-04 15:22:49" 9.7    
"2021-08-04 16:22:47" 9.7    
"2021-08-04 17:22:47" 9.8    
"2021-08-04 18:22:47" 10.3    
"2021-08-04 19:22:47" 9.7    
"2021-08-04 20:22:46" 9.6    
"2021-08-04 21:22:46" 9.7    
"2021-08-04 22:22:46" 9.7    
"2021-08-04 23:22:46" 10.3    
"2021-08-05 00:22:46" 9.9    
"2021-08-05 01:22:45" 10.1    
"2021-08-05 02:22:44" 10.3    
"2021-08-05 03:22:44" 10.3    
"2021-08-05 04:22:44" 10.5    
"2021-08-05 05:22:43" 10.4    
"2021-08-05 06:22:43" 10.5    
"2021-08-05 07:22:42" 10.6    
"2021-08-05 08:22:42" 10.6    
"2021-08-05 09:22:42" 10.8    
"2021-08-05 10:22:42" 11    
"2021-08-05 11:22:41" 10.7    
"2021-08-05 12:22:40" 10.3    
"2021-08-05 13:22:40" 10.6    
"2021-08-05 14:22:40" 10.6    
"2021-08-05 15:22:39" 10.6    
"2021-08-05 16:22:39" 10.4    
"2021-08-05 17:22:39" 10.3    
"2021-08-05 18:22:38" 10.5    
"2021-08-05 19:22:38" 10.6    
"2021-08-05 20:22:37" 10.7    
"2021-08-05 21:22:37" 10.8    
"2021-08-05 22:22:37" 10.8    
"2021-08-05 23:22:37" 11.4    
"2021-08-06 00:22:37" 11.5    
"2021-08-06 01:22:36" 11.1    
"2021-08-06 02:22:36" 10.9    
"2021-08-06 03:22:36" 10.9    
"2021-08-06 04:22:34" 10.9    
"2021-08-06 05:22:34" 10.8    
"2021-08-06 06:22:34" 10.8    
"2021-08-06 07:22:34" 10.8    
"2021-08-06 08:22:34" 10.7    
"2021-08-06 09:22:34" 10.7    
"2021-08-06 10:22:32" 10.7    
"2021-08-06 11:22:32" 10.7    
"2021-08-06 12:22:32" 10.7    
"2021-08-06 13:22:32" 10.7    
"2021-08-06 15:22:29" 10.8    
"2021-08-06 16:22:29" 10.9    
"2021-08-06 17:22:29" 11.1    
"2021-08-06 18:22:29" 11.3    
"2021-08-06 19:22:29" 11.5    
"2021-08-06 20:22:29" 11.5    
"2021-08-06 21:22:29" 12.1    
"2021-08-06 22:22:29" 12.1    
"2021-08-06 23:22:28" 12.2    
"2021-08-07 00:22:27" 12.2    
"2021-08-07 01:22:27" 12.2    
"2021-08-07 02:22:27" 12.2    
"2021-08-07 03:22:27" 12.3    
"2021-08-07 04:22:26" 12.2    
"2021-08-07 05:22:25" 12.2    
"2021-08-07 06:22:25" 12.2    
"2021-08-07 07:22:25" 12.2    
"2021-08-07 08:22:25" 12.2    
"2021-08-07 09:22:25" 12.1    
"2021-08-07 10:22:24" 12    
"2021-08-07 11:22:23" 12    
"2021-08-07 12:22:23" 11.9    
"2021-08-07 13:22:23" 11.8    
"2021-08-07 14:22:22" 11.8    
"2021-08-07 15:22:22" 11.8    
"2021-08-07 16:22:22" 11.8    
"2021-08-07 17:22:21" 11.8    
"2021-08-07 18:22:21" 11.9    
"2021-08-07 19:22:21" 12    
"2021-08-07 20:22:20" 12.1    
"2021-08-07 21:22:20" 12.2    
"2021-08-07 22:22:20" 12.2    
"2021-08-07 23:22:19" 12.3    
"2021-08-08 00:22:18" 12.3    
"2021-08-08 01:22:18" 12.3    
"2021-08-08 02:22:18" 12.2    
"2021-08-08 03:22:17" 12.2    
"2021-08-08 04:22:17" 12.1    
"2021-08-08 05:22:17" 12    
"2021-08-08 06:22:17" 12    
"2021-08-08 07:22:17" 11.9    
"2021-08-08 08:22:15" 11.9    
"2021-08-08 09:22:15" 11.9    
"2021-08-08 10:22:15" 12    
"2021-08-08 21:25:35" 12.5    
"2021-08-08 22:25:35" 12.6    
"2021-08-08 23:25:35" 12.6    
"2021-08-09 00:25:35" 12.6    
"2021-08-09 01:25:35" 12.6    
"2021-08-09 02:25:35" 12.5    
"2021-08-09 03:22:09" 12.5    
"2021-08-09 04:22:09" 12.5    
"2021-08-09 05:22:09" 12.4    
"2021-08-09 06:22:08" 12.3    
"2021-08-09 07:22:07" 12.3    
"2021-08-09 08:22:07" 12.2    
"2021-08-09 09:22:06" 12.1    
"2021-08-09 10:22:06" 12    
"2021-08-09 11:22:06" 11.9    
"2021-08-09 12:22:06" 11.8    
"2021-08-09 13:22:05" 11.8    
"2021-08-09 14:22:05" 11.8    
"2021-08-09 15:22:04" 11.8    
"2021-08-09 16:22:04" 11.9    
"2021-08-09 17:22:03" 12    
"2021-08-09 18:22:03" 12.1    
"2021-08-09 19:22:03" 12.3    
"2021-08-09 20:22:02" 12.5    
"2021-08-09 21:22:02" 12.7    
"2021-08-09 22:22:02" 12.9    
"2021-08-09 23:22:02" 13    
"2021-08-10 00:22:01" 13    
"2021-08-10 01:22:01" 13.1    
"2021-08-10 02:22:01" 13.1    
"2021-08-10 03:22:00" 13.1    
"2021-08-10 04:22:00" 13.1    
"2021-08-10 05:21:59" 13.1    
"2021-08-10 06:21:59" 13.1    
"2021-08-10 07:21:58" 13    
"2021-08-10 08:21:58" 13    
"2021-08-10 09:21:58" 12.9    
"2021-08-10 10:21:58" 12.9    
"2021-08-10 11:21:57" 12.8    
"2021-08-10 12:21:57" 12.8    
"2021-08-10 13:21:56" 12.8    
"2021-08-10 14:21:55" 12.8    
"2021-08-10 15:21:55" 12.8    
"2021-08-10 16:21:55" 12.9    
"2021-08-10 17:21:54" 12.9    
"2021-08-10 18:21:54" 13    
"2021-08-10 19:21:54" 13    
"2021-08-10 20:21:53" 13.1    
"2021-08-10 21:21:53" 13.1    
"2021-08-10 22:21:53" 13.2    
"2021-08-10 23:21:53" 13.2    
"2021-08-11 00:21:52" 13.2    
"2021-08-11 01:21:52" 13.1    
"2021-08-11 02:21:52" 13    
"2021-08-11 03:21:52" 12.9    
"2021-08-11 04:21:50" 12.8    
"2021-08-11 05:21:50" 12.7    
"2021-08-11 06:21:50" 12.5    
"2021-08-11 07:21:50" 12.4    
"2021-08-11 08:21:50" 12.3    
"2021-08-11 09:21:49" 12.1    
"2021-08-11 10:21:49" 12    
"2021-08-11 11:21:48" 12    
"2021-08-11 12:21:48" 11.9    
"2021-08-11 13:21:48" 11.8    
"2021-08-11 14:21:48" 11.8    
"2021-08-11 15:21:46" 11.8    
"2021-08-11 16:21:46" 11.8    
"2021-08-11 17:21:46" 11.9    
"2021-08-11 18:21:46" 12    
"2021-08-11 19:21:45" 12.2    
"2021-08-11 20:21:45" 12.3    
"2021-08-11 21:21:45" 12.5    
"2021-08-11 22:21:45" 12.6    
"2021-08-11 23:21:44" 12.7    
"2021-08-12 00:21:44" 12.7    
"2021-08-12 01:21:43" 12.7    
"2021-08-12 02:21:43" 12.6    
"2021-08-12 03:21:42" 12.6    
"2021-08-12 04:21:42" 12.5    
"2021-08-12 05:21:42" 12.4    
"2021-08-12 06:21:41" 12.3    
"2021-08-12 07:21:41" 12.2    
"2021-08-12 08:21:41" 12    
"2021-08-12 09:21:41" 11.9    
"2021-08-12 10:21:40" 11.8    
"2021-08-12 11:21:40" 11.7    
"2021-08-12 12:21:39" 11.6    
"2021-08-12 13:21:39" 11.6    
"2021-08-12 14:21:38" 11.6    
"2021-08-12 15:21:38" 11.6    
"2021-08-12 16:21:38" 11.6    
"2021-08-12 17:21:38" 11.7    
"2021-08-12 18:21:37" 11.8    
"2021-08-12 19:21:36" 11.9    
"2021-08-12 20:21:36" 12    
"2021-08-12 21:21:35" 12.1    
"2021-08-12 22:21:35" 12.2    
"2021-08-12 23:21:35" 12.3    
"2021-08-13 00:21:34" 12.3    
"2021-08-13 01:21:34" 12.4    
"2021-08-13 02:21:34" 12.4    
"2021-08-13 03:21:33" 12.4    
"2021-08-13 04:21:33" 12.3    
"2021-08-13 05:21:33" 12.3    
"2021-08-13 06:21:33" 12.2    
"2021-08-13 07:21:33" 12.1    
"2021-08-13 08:21:32" 12    
"2021-08-13 09:21:31" 11.9    
"2021-08-13 10:21:31" 11.8    
"2021-08-13 11:21:31" 11.7    
"2021-08-13 12:21:30" 11.7    
"2021-08-13 13:21:30" 11.6    
"2021-08-13 14:21:30" 11.6    
"2021-08-13 15:21:30" 11.6    
"2021-08-13 16:21:29" 11.7    
"2021-08-13 17:21:28" 11.7    
"2021-08-13 18:21:28" 11.7    
"2021-08-13 19:21:28" 11.8    
"2021-08-13 20:21:27" 11.8    
"2021-08-13 21:21:27" 11.9    
"2021-08-13 22:21:27" 12    
"2021-08-13 23:21:27" 12    
"2021-08-14 00:21:26" 12    
"2021-08-14 01:21:26" 11.9    
"2021-08-14 02:21:26" 11.9    
"2021-08-14 03:21:25" 11.8    
"2021-08-14 04:21:25" 11.7    
"2021-08-14 05:21:24" 11.7    
"2021-08-14 06:21:24" 11.6    
"2021-08-14 07:21:24" 11.6    
"2021-08-14 08:21:23" 11.5    
"2021-08-14 09:21:22" 11.4    
"2021-08-14 10:21:22" 11.4    
"2021-08-14 11:21:22" 11.3    
"2021-08-14 12:21:22" 11.2    
"2021-08-14 13:21:21" 11.2    
"2021-08-14 14:21:21" 11.2    
"2021-08-14 15:21:20" 11.2    
"2021-08-14 16:21:20" 11.2    
"2021-08-14 17:21:20" 11.2    
"2021-08-14 18:21:19" 11.3    
"2021-08-14 19:21:19" 11.3    
"2021-08-14 20:21:19" 11.4    
"2021-08-14 21:21:18" 11.5    
"2021-08-14 22:21:18" 11.5    
"2021-08-14 23:21:18" 11.5    
"2021-08-15 00:21:18" 11.5    
"2021-08-15 01:21:17" 11.5    
"2021-08-15 02:21:16" 11.4    
"2021-08-15 03:21:16" 11.4    
"2021-08-15 04:21:16" 11.3    
"2021-08-15 05:21:15" 11.3    
"2021-08-15 06:21:15" 11.3    
"2021-08-15 07:21:15" 11.2    
"2021-08-15 08:21:13" 11.2    
"2021-08-15 09:21:13" 11.1    
"2021-08-15 10:21:13" 11    
"2021-08-15 11:21:13" 11    
"2021-08-15 12:21:13" 10.9    
"2021-08-15 13:21:12" 10.9    
"2021-08-15 14:21:12" 10.9    
"2021-08-15 15:21:12" 10.9    
"2021-08-15 16:21:11" 10.9    
"2021-08-15 17:21:11" 10.9    
"2021-08-15 18:21:11" 11    
"2021-08-15 19:21:10" 11    
"2021-08-15 20:21:10" 11.1    
"2021-08-15 21:21:09" 11.2    
"2021-08-15 22:21:09" 11.2    
"2021-08-15 23:21:09" 11.3    
"2021-08-16 00:21:09" 11.3    
"2021-08-16 01:21:09" 11.3    
"2021-08-16 02:21:07" 11.2    
"2021-08-16 03:21:07" 11.2    
"2021-08-16 04:21:07" 11.2    
"2021-08-16 05:21:07" 11.1    
"2021-08-16 06:21:06" 11.1    
"2021-08-16 07:21:06" 11.1    
"2021-08-16 08:21:06" 11    
"2021-08-16 09:21:05" 11    
"2021-08-16 10:21:05" 11    
"2021-08-16 11:21:04" 11    
"2021-08-16 12:21:04" 10.9    
"2021-08-16 13:21:04" 10.9    
"2021-08-16 14:21:02" 10.9    
"2021-08-16 15:21:02" 10.9    
"2021-08-16 16:21:02" 10.8    
"2021-08-16 17:21:02" 10.8    
"2021-08-16 18:21:01" 10.8    
"2021-08-16 19:21:01" 10.8    
"2021-08-16 20:21:01" 10.8    
"2021-08-16 21:21:01" 10.8    
"2021-08-16 22:21:00" 10.8    
"2021-08-16 23:21:00" 10.8    
"2021-08-17 00:21:00" 10.8    
"2021-08-17 01:21:00" 10.8    
"2021-08-17 02:20:59" 10.8    
"2021-08-17 03:20:58" 10.8    
"2021-08-17 04:20:58" 10.7    
"2021-08-17 05:20:58" 10.7    
"2021-08-17 06:20:57" 10.7    
"2021-08-17 07:20:57" 10.7    
"2021-08-17 08:20:56" 10.7    
"2021-08-17 09:20:56" 10.6    
"2021-08-17 10:20:56" 10.6    
"2021-08-17 11:20:56" 10.6    
"2021-08-17 12:20:56" 10.6    
"2021-08-17 13:20:54" 10.6    
"2021-08-17 14:20:54" 10.6    
"2021-08-17 15:20:54" 10.6    
"2021-08-17 16:20:54" 10.6    
"2021-08-17 17:20:54" 10.6    
"2021-08-17 18:20:53" 10.6    
"2021-08-17 19:20:53" 10.7    
"2021-08-17 20:20:52" 10.7    
"2021-08-17 21:20:52" 10.8    
"2021-08-17 22:20:52" 10.8    
"2021-08-17 23:20:52" 10.8    
"2021-08-18 00:20:51" 10.9    
"2021-08-18 01:20:51" 10.9    
"2021-08-18 02:20:51" 10.9    
"2021-08-18 03:20:49" 10.9    
"2021-08-18 04:20:49" 10.9    
"2021-08-18 05:20:49" 10.9    
"2021-08-18 06:20:48" 10.8    
"2021-08-18 07:20:48" 10.8    
"2021-08-18 08:20:48" 10.8    
